#		P	A	h	b	s	r	Iy	Wy	iy	Iz	Wz	iz
241	180x100x6	24.52	31.23	180	100	6	12	1309	145.5	64.7	523.3	104.7	40.9
242	180x100x6.5	26.11	33.26	180	100	6.5	16.5	1368	152	64.1	547.9	109.6	40.6
243	180x100x7	27.91	35.56	180	100	7	17.5	1448	160.9	63.8	578.8	115.8	40.3
244	180x100x7.5	29.69	37.82	180	100	7.5	19	1525	169.4	63.5	608.3	121.7	40.1
245	180x100x8	31.43	40.04	180	100	8	20	1598	177.6	63.2	636.3	127.3	39.9
246	180x140x4	19.27	24.55	180	140	4	8	1174	130.42	69.1	799.5	114.2	57.1
247	180x140x4.5	21.56	27.47	180	140	4.5	9	1304	144.87	68.9	887.3	126.8	56.8
248	180x140x5	23.83	30.36	180	140	5	10	1430	158.92	68.6	972.6	138.9	56.6
249	180x140x5.5	26.07	33.21	180	140	5.5	11	1553	172.58	68.4	1055	150.7	56.4
250	180x140x6	28.29	36.03	180	140	6	12	1673	185.85	68.1	1135	162.2	56.1
251	180x140x6.5	30.19	38.46	180	140	6.5	16.5	1759	195.45	67.6	1195	170.8	55.7
252	180x140x7	32.31	41.16	180	140	7	17.5	1867	207.43	67.3	1268	181.1	55.5
253	180x140x7.5	34.4	43.82	180	140	7.5	19	1971	218.99	67.1	1338	191.1	55.2
254	180x140x8	36.46	46.44	180	140	8	20	2071	230.15	66.8	1405	200.8	55
255	200x40x4	14.25	18.15	200	40	4	8	738.6	73.86	63.8	52.52	26.26	17
256	200x40x4.5	15.91	20.27	200	40	4.5	9	815.3	81.53	63.4	57.07	28.53	16.8
257	200x40x5	17.55	22.36	200	40	5	10	888.7	88.87	63	61.22	30.61	16.5
258	200x40x5.5	19.16	24.41	200	40	5.5	11	958.8	95.88	62.7	64.98	32.49	16.3
259	200x40x6	20.75	26.43	200	40	6	12	1026	102.6	62.3	68.37	34.19	16.1
260	200x40x6.5	22.03	28.06	200	40	6.5	16.5	1053	105.3	61.3	70.02	35.01	15.8
261	200x40x7	23.52	29.96	200	40	7	17.5	1107	110.7	60.8	72.5	36.25	15.6
262	200x80x4	16.76	21.35	200	80	4	8	1046	104.6	70	249.6	62.4	34.2
263	200x80x4.5	18.74	23.87	200	80	4.5	9	1159	115.9	69.7	275.4	68.85	34
264	200x80x5	20.69	26.36	200	80	5	10	1269	126.9	69.4	300.1	75.02	33.7
265	200x80x5.5	22.62	28.81	200	80	5.5	11	1375	137.5	69.1	323.6	80.91	33.5
266	200x80x6	24.52	31.23	200	80	6	12	1477	147.7	68.8	346.1	86.53	33.3
267	200x80x6.5	26.11	33.26	200	80	6.5	16.5	1539	153.9	68	361.7	90.43	33
268	200x80x7	27.91	35.56	200	80	7	17.5	1629	162.9	67.7	381.2	95.29	32.7
269	200x80x7.5	29.69	37.82	200	80	7.5	19	1714	171.4	67.3	399.6	99.89	32.5
270	200x80x8	31.43	40.04	200	80	8	20	1795	179.5	67	416.9	104.2	32.3
271	200x100x4	18.01	22.95	200	100	4	8	1200	120	72.3	410.6	82.12	42.3
272	200x100x4.5	20.15	25.67	200	100	4.5	9	1331	133.1	72	454.4	90.87	42.1
273	200x100x5	22.26	28.36	200	100	5	10	1459	145.9	71.7	496.6	99.31	41.8
274	200x100x5.5	24.34	31.01	200	100	5.5	11	1583	158.3	71.4	537.2	107.4	41.6
275	200x100x6	26.4	33.63	200	100	6	12	1703	170.3	71.2	576.3	115.3	41.4
276	200x100x6.5	28.15	35.86	200	100	6.5	16.5	1783	178.3	70.5	604.7	120.9	41.1
277	200x100x7	30.11	38.36	200	100	7	17.5	1889	188.9	70.2	639.4	127.9	40.8
