#	имя	Вес		D	s	Iy	Wy	iy
231	325.0x21.0	157.44	200.56	325	21	23279.152	1432.56	107.74
232	325.0x22.0	164.39	209.42	325	22	24159.811	1486.76	107.41
233	355.6x4.0	34.68	44.18	355.6	4	6828.45	384.05	124.32
234	355.6x4.5	38.96	49.64	355.6	4.5	7649.55	430.23	124.14
235	355.6x5.0	43.23	55.07	355.6	5	8463.57	476.02	123.97
236	355.6x5.5	47.49	60.49	355.6	5.5	9270.551	521.4	123.79
237	355.6x6.0	51.73	65.9	355.6	6	10070.54	566.4	123.62
238	355.6x7.0	60.18	76.66	355.6	7	11649.7	655.21	123.27
239	355.6x8.0	68.58	87.36	355.6	8	13201.361	742.48	122.93
240	355.6x9.0	76.93	98	355.6	9	14725.851	828.23	122.58
241	355.6x10.0	85.23	108.57	355.6	10	16223.492	912.46	122.24
242	355.6x11.0	93.48	119.09	355.6	11	17694.582	995.2	121.9
243	355.6x12.0	101.68	129.53	355.6	12	19139.461	1076.46	121.56
244	355.6x13.0	109.54	139.92	355.6	13	20558.422	1156.27	121.21
245	355.6x14.0	117.94	150.24	355.6	14	21951.789	1234.63	120.88
246	355.6x16.0	134	170.7	355.6	16	24662.984	1387.12	120.2
247	355.6x17.0	141.96	180.84	355.6	17	25981.412	1461.27	119.86
248	355.6x17.5	145.92	185.88	355.6	17.5	26631.461	1497.83	119.7
249	355.6x18.0	149.86	190.91	355.6	18	27275.471	1534.05	119.53
250	355.6x19.0	157.72	200.92	355.6	19	28545.463	1605.48	119.2
251	355.6x20.0	165.53	210.86	355.6	20	29791.682	1675.57	118.86
252	355.6x21.0	173.29	220.75	355.6	21	31014.439	1744.34	118.53
253	355.6x22.0	181	230.57	355.6	22	32214.031	1811.81	118.2
254	377.0x4.0	36.79	46.87	377	4	8152.601	432.5	131.88
255	377.0x4.5	41.34	52.66	377	4.5	9135.12	484.62	131.71
256	377.0x5.0	45.87	58.43	377	5	10109.671	536.32	131.53
257	377.0x5.5	50.39	64.19	377	5.5	11076.281	587.6	131.36
258	377.0x6.0	54.9	69.93	377	6	12035.001	638.46	131.19
259	377.0x7.0	63.87	81.37	377	7	13928.941	738.94	130.84
260	377.0x8.0	72.8	92.74	377	8	15791.841	837.76	130.49
261	377.0x9.0	81.68	104.05	377	9	17624.031	934.96	130.15
262	377.0x10.0	90.51	115.3	377	10	19425.85	1030.55	129.8
263	377.0x11.0	99.29	126.48	377	11	21197.643	1124.54	129.46
264	377.0x12.0	108.02	137.6	377	12	22939.74	1216.96	129.12
265	377.0x13.0	116.7	148.66	377	13	24652.482	1307.82	128.78
266	377.0x14.0	125.33	159.66	377	14	26336.191	1397.15	128.44
267	377.0x16.0	142.44	181.46	377	16	29617.842	1571.24	127.76
268	377.0x17.0	150.93	192.27	377	17	31216.439	1656.04	127.42
269	377.0x17.5	155.15	197.65	377	17.5	32005.32	1697.89	127.25
270	377.0x18.0	159.36	203.01	377	18	32787.309	1739.38	127.09
271	377.0x19.0	167.75	213.69	377	19	34330.789	1821.26	126.75
272	377.0x20.0	176.08	224.31	377	20	35847.191	1901.71	126.42
273	377.0x21.0	184.37	234.87	377	21	37336.828	1980.73	126.08
274	377.0x22.0	192.61	245.36	377	22	38800.02	2058.36	125.75
275	406.4x4.0	39.7	50.57	406.4	4	10236.14	503.75	142.28
276	406.4x4.5	44.6	56.82	406.4	4.5	11473.091	564.62	142.1
277	406.4x5.0	49.5	63.05	406.4	5	12700.74	625.04	141.93
278	406.4x5.5	54.38	69.27	406.4	5.5	13919.13	685	141.75
279	406.4x6.0	59.25	75.47	406.4	6	15128.31	744.5	141.58
280	406.4x7.0	68.95	87.83	406.4	7	17519.23	862.17	141.23
281	406.4x8.0	78.6	100.13	406.4	8	19873.883	978.05	140.88
282	406.4x9.0	88.2	112.36	406.4	9	22192.611	1092.16	140.54
283	406.4x10.0	97.76	124.53	406.4	10	24475.789	1204.52	140.19
284	406.4x11.0	107.26	136.64	406.4	11	26723.801	1315.15	139.85
285	406.4x12.0	116.72	148.69	406.4	12	28936.99	1424.06	139.51
286	406.4x13.0	126.12	160.67	406.4	13	31115.721	1531.29	139.16
287	406.4x14.0	135.48	172.59	406.4	14	33260.371	1636.83	138.82
288	406.4x16.0	154.05	196.24	406.4	16	37448.793	1842.95	138.14
289	406.4x17.0	163.25	207.97	406.4	17	39493.281	1943.57	137.8
290	406.4x17.5	167.84	213.81	406.4	17.5	40503.254	1993.27	137.64
291	406.4x18.0	172.41	219.64	406.4	18	41505.102	2042.57	137.47
292	406.4x19.0	181.52	231.24	406.4	19	43484.59	2139.99	137.13
293	406.4x20.0	190.58	242.78	406.4	20	45432.102	2235.83	136.8
294	406.4x21.0	199.6	254.26	406.4	21	47347.984	2330.12	136.46
295	406.4x22.0	208.56	265.68	406.4	22	49232.57	2422.86	136.13
296	426.0x4.0	41.63	53.03	426	4	11805.811	554.26	149.21
297	426.0x4.5	46.78	59.59	426	4.5	13234.71	621.35	149.03
298	426.0x5.0	51.91	66.13	426	5	14653.35	687.95	148.86
299	426.0x5.5	57.04	72.66	426	5.5	16061.809	754.08	148.68
300	426.0x6.0	62.15	79.17	426	6	17460.121	819.72	148.51
301	426.0x7.0	72.33	92.14	426	7	20226.5	949.6	148.16
302	426.0x8.0	82.47	105.05	426	8	22952.891	1077.6	147.81
303	426.0x9.0	92.55	117.9	426	9	25639.674	1203.74	147.47
304	426.0x10.0	102.59	130.69	426	10	28287.23	1328.04	147.12
305	426.0x11.0	112.58	143.41	426	11	30895.951	1450.51	146.78
306	426.0x12.0	122.52	156.07	426	12	33466.211	1571.18	146.43
307	426.0x13.0	132.41	168.67	426	13	35998.391	1690.07	146.09
308	426.0x14.0	142.25	181.21	426	14	38492.879	1807.18	145.75
309	426.0x16.0	161.78	206.09	426	16	43370.25	2036.16	145.07
310	426.0x17.0	171.47	218.43	426	17	45753.895	2148.07	144.73
311	426.0x17.5	176.3	224.58	426	17.5	46932.109	2203.39	144.56
312	426.0x18.0	181.11	230.72	426	18	48101.324	2258.28	144.39
313	426.0x19.0	190.71	242.94	426	19	50412.91	2366.8	144.05
314	426.0x20.0	200.25	255.1	426	20	52689.035	2473.66	143.72
315	426.0x21.0	209.75	267.19	426	21	54930.059	2578.88	143.38
316	426.0x22.0	219.19	279.22	426	22	57136.324	2682.46	143.05
317	530.0x5.0	64.74	82.47	530	5	28414.949	1072.26	185.62
318	530.0x5.5	71.14	90.63	530	5.5	31167.822	1176.14	185.45
319	530.0x6.0	77.54	98.77	530	6	33904.832	1279.43	185.27
320	530.0x7.0	90.29	115.01	530	7	39331.488	1484.21	184.92
321	530.0x8.0	102.99	131.19	530	8	44695.422	1686.62	184.58
322	530.0x9.0	115.64	147.31	530	9	49997.105	1886.68	184.23
323	530.0x10.0	128.24	163.36	530	10	55237.016	2084.42	183.88
324	530.0x11.0	140.79	179.35	530	11	60415.633	2279.84	183.54
325	530.0x12.0	153.3	195.28	530	12	65533.457	2472.96	183.19
326	530.0x13.0	165.75	211.15	530	13	70590.953	2663.81	182.84
327	530.0x14.0	178.15	226.95	530	14	75588.602	2852.4	182.5
328	530.0x16.0	202.82	258.36	530	16	85406.227	3222.88	181.81
329	530.0x17.0	215.07	273.98	530	17	90227.148	3404.8	181.47
330	530.0x17.5	221.18	281.76	530	17.5	92615.852	3494.94	181.3
331	530.0x18.0	227.28	289.53	530	18	94990.102	3584.53	181.13
332	530.0x19.0	239.44	305.02	530	19	99695.57	3762.1	180.79
333	530.0x20.0	251.55	320.44	530	20	104343.977	3937.51	180.45
334	530.0x21.0	263.61	335.8	530	21	108935.852	4110.79	180.11
335	530.0x22.0	275.62	351.1	530	22	113471.586	4281.95	179.77
336	530.0x23.0	287.58	366.34	530	23	117951.672	4451.01	179.44
337	530.0x24.0	299.49	381.52	530	24	122376.57	4617.98	179.1
338	630.0x7.0	107.55	137	630	7	66477.781	2110.41	220.28
339	630.0x8.0	122.72	156.33	630	8	75612.313	2400.39	219.93
340	630.0x9.0	137.83	175.58	630	9	84658.016	2687.56	219.58
341	630.0x10.0	152.9	194.78	630	10	93615.469	2971.92	219.23
342	630.0x11.0	167.92	213.91	630	11	102485.234	3253.5	218.88
343	630.0x12.0	182.89	232.98	630	12	111267.906	3532.31	218.54
344	630.0x13.0	197.81	251.99	630	13	119964.047	3808.38	218.19
345	630.0x14.0	212.68	270.93	630	14	128574.242	4081.72	217.85
346	630.0x16.0	242.27	308.63	630	16	145539.016	4620.29	217.16
347	630.0x17.0	257	327.39	630	17	153894.734	4885.55	216.81
348	630.0x17.5	264.34	336.74	630	17.5	158041.172	5017.18	216.64
349	630.0x18.0	271.67	346.08	630	18	162166.766	5148.15	216.47
350	630.0x19.0	286.3	364.71	630	19	179355.641	5408.121	216.13
351	630.0x20.0	300.87	383.27	630	20	178461.953	5665.46	215.78
352	630.0x21.0	315.4	401.78	630	21	186486.25	5920.2	215.44
353	630.0x22.0	329.87	420.22	630	22	194429.063	6172.35	215.1
